over,short_text,long_text
19.6,"Gurney to Sam Curran, FOUR runs","and finishes with four as well! Gurney has missed the yorker every time this over, but you've got to believe Curran has done that to him. He's basically made him bowl wherever he wants it. This is overpitched and at the stumps. He shuffles into the off side again and drags this to the long leg boundary"
19.5,"Gurney to Sam Curran, FOUR runs","fifty! There it is again, Curran's unreal calm and wisdom. He's so young, and so is his career, but he just seems to be in full control of these situations. Gets his weight into the off side, gets behind the line and ramps this full ball fine"
19.4,"Gurney to Sam Curran, SIX runs",91 metres! What. An. Innings. Slower ball from Gurney and overpitched again. Curran is all over him. Waits on it to loop down and spanks it far over the long-on boundary
19.3,"Gurney to Sam Curran, FOUR runs",crunched over extra cover! Gurney switches it up from a plan that seemed to be working. And he bowls an overpitched ball with a lot of width outside off. Curran camps in the crease and drills this on the bounce into the advertising boards
19.2,"Gurney to Sam Curran, 2 runs","full and wide outside off this time. Steps into the off side and looks to slog this. Off the thick inside edge to deep square's right. Comes back for the second, puts in a slide, and survives the run-out call"
19.1,"Gurney to Sam Curran, 2 runs","yorker, regular pace, at middle stump. Whips across this and gets it to deep square's right"
18.6,"Russell to Tye, no run",bouncer. Looks to hook but is too slow on it. Sails through to Karthik
18.5,"Russell to Sam Curran, 1 run","slower short ball outside off, looks to pull, gets it off the toe-end to long-on"
18.4,"Russell to Sam Curran, FOUR runs","smart again! Curran has figured batting out tonight, for sure. Now he stays deep in the crease, waits for the full one. It arrives and he's in position to club it over the bowler"
18.3,"Russell to Sam Curran, FOUR runs",oh smart. Expects the slower ball dug into the pitch. Walks into the off side - does it late. Russell can't adjust. His slower ball in the corridor is slapped to the fine leg boundary
18.2,"Russell to Tye, 1 leg bye","length at leg stump, looks to flick and gets a deflection to third man off the front pad"
18.1,"Russell to Ashwin, OUT",dragged on! Another offcutter does it for KKR. This is at a length outside off. Ashwin splits his legs and looks to carve this but the under-edge gets it into the stumps
17.6,"Gurney to Ashwin, 1 leg bye","length and in at leg stump. Looks to flick, cops it on the back leg and gets a single pitch side on the off side"
17.5,"Gurney to Ashwin, no run","beaten on the pull. Slower ball, short and skidding into his body. Skids under his bat and clears the stumps"
17.4,"Gurney to Sam Curran, 1 run","full outside off, slugged down to long-on off the inside half"
17.3,"Gurney to Mandeep, OUT","held at extra cover. Gurney with the offcutter. Short of a length in the corridor. Makes room and tries to slap it over mid-off. Decent plan. But a better one from Gurney. No pace on it, gets it off the toe-end. Uthappa pedals backwards and takes it just past the edge of the circle"
17.2,"Gurney to Sam Curran, 1 run","slower short ball at middle stump, pulls into the floor, out to deep square"
17.1,"Gurney to Mandeep, 1 run","yorker at off stump, exposes his stumps and jams it through cover"
16.6,"Narine to Sam Curran, FOUR runs","to Rinku's left at long-on. Curran digs the dagger deeper. Length at middle, clears the front leg and heaves. One bounce and over the line as two fielders look to converge on it"
16.5,"Narine to Mandeep, 1 run","length on leg stump, flicked into the square leg region"
16.4,"Narine to Sam Curran, 1 run","dropped! Rinku Singh at long-on! He's been their best fielder this second half of the tournament but has put down a complete sitter. Full ball on middle stump, looks for the slog but this time it rips away quick. He slices it. rinku is under it, has time. But it pops out"
16.3,"Narine to Sam Curran, 2 runs","full on middle stump, driven inside-out, uppishly to long-off's right"
16.2,"Narine to Sam Curran, SIX runs",smokes it! Uffff that is proper connection. Stepped out and was nowhere near the pitch of this short of a length middle stump offbreak. Doesn't matter. Stays composed behind the line and swings it 93 metres in the direction of wide long-on
16.1,"Narine to Mandeep, 1 run","length on leg stump, nudged to short fine's left"
15.6,"Russell to Sam Curran, no run","slower ball at leg stump, backs away to whip it. Taps it into the off stump because he's cramped"
15.5,"Russell to Sam Curran, no run","yorker at leg stump, jammed into the leg side"
15.4,"Russell to Sam Curran, FOUR runs","full and just outside off, stays still this time, allows it to arrive in his swinging zone and belts it past mid-off"
15.3,"Russell to Sam Curran, no run",bouncer. Follows him as he shuffles early and forces him to get out of the way
15.2,"Russell to Sam Curran, 2 runs","short of a length on off stump, flicked to deep midwicket"
15.1,"Russell to Mandeep, 1 run",short of a length and skidding on too quickly for him to get this pull away. Mistimed bunt into the leg side
14.6,"Chawla to Mandeep, 1 run","length on off stump, dropped into the covers with soft hands"
14.5,"Chawla to Mandeep, SIX runs",pulled over the bowler! Stunning shot. Short of a length and cramping him at the body. He gets deep in the crease but there's too much pace for him to go into the leg side with this. So he stays put and hammers it straight over Chawla
14.4,"Chawla to Sam Curran, 1 run","short of a length at off stump, pulled to long-on's left"
14.3,"Chawla to Sam Curran, no run","short of a length and skidding on at off stump. Backs away to pull, mistimes it down the pitch"
14.2,"Chawla to Mandeep, 1 run","short of a length just outside off, chopped to point's right"
14.1,"Chawla to Sam Curran, 1 run","full on middle stump, whipped down to long-on"
13.6,"Narine to Mandeep, 2 runs","length at off stump, gets forward and jabs with soft hands towards long-on"
13.5,"Narine to Sam Curran, 1 run","length outside off, driven to long-off"
13.4,"Narine to Mandeep, 1 run","full on leg stump, flicked uppishly to deep midwicket's right"
13.3,"Narine to Mandeep, 1 run, OUT","run out sent upstairs. Is that a direct hit? Mayank diving full length at the non-strikers. No it's not  direct hit, Narine's got his hands in a mess but he's got enough hand on the ball as it hits the stumps before his follow through takes the rest of it. Agarwal is gone. It was a full ball outside off, flicked between long-on and deep midwicket and the throw was right on top of the stumps. Agarwal has thrown away yet another IPL start"
13.2,"Narine to Agarwal, 1 run","length on leg stump, flicked to deep midwicket"
13.1,"Narine to Agarwal, no run",length and cramping him with turn into middle stump. Check-punch to extra cover
12.6,"Sandeep to Agarwal, 1 run","length on leg stump, flicked to deep midwicket"
12.5,"Sandeep to Mandeep, 1 run","short of a length at middle stump, pulled to deep square"
12.4,"Sandeep to Mandeep, FOUR runs",deft!
12.3,"Sandeep to Agarwal, 1 run","full on off stump, check-drive down to long-off"
12.2,"Sandeep to Mandeep, 1 run","short of a length just outside off, pulled down to long-on"
12.1,"Sandeep to Agarwal, 1 run","short of a length just outside off, punched to sweeper cover's left"
11.6,"Chawla to Agarwal, 1 run","length ball skidding in at middle stump, plants the front leg across and pokes out to long-on"
11.5,"Chawla to Mandeep, 1 run","short of a length and turning in at off stump, gets deep in the crease and clips to long-on"
11.4,"Chawla to Agarwal, 1 run","length at off stump, tapped through point on the rise"
11.3,"Chawla to Agarwal, 2 runs","full outside off, uses his wrists to get this drive wide of long-off"
11.2,"Chawla to Agarwal, 2 runs","short of a length at leg stump, delicately pushed into the vacant midwicket region"
11.1,"Chawla to Mandeep, 1 run","full on off stump, leans in and drives to long-off"
10.6,"Rana to Mandeep, 1 run","length on middle stump, allows it to skid on and punches to long-on"
10.5,"Rana to Pooran, OUT","golden arm Rana puts another one in his book! Oh boy. Short ball, proper log-hop at an off stump line. Gets deep in the crease and looks to pull this over midwicket. But for one, this ground has big square boundaries, and two, he's lost his shape as this comes on a little slower than he expects. Dragged straight to the fielder. What an ordinary end to a stunning innings"
10.4,"Rana to Pooran, no run","short and just outside off, cut straight to backward point"
10.3,"Rana to Agarwal, 1 run","length outside off, on one knee as he drags this to deep midwicket"
10.2,"Rana to Agarwal, SIX runs","shot! A clean, straight swing. He loves hitting spinners over their heads. Gets to the pitch of this and drills it straight from an off stump line"
10.1,"Rana to Agarwal, no run","length and skidding at middle stump, looks to stab through the covers, gets an inside edge to short fine"
9.6,"Chawla to Pooran, no run","wrong 'un, and he drives it back to the bowler"
9.5,"Chawla to Pooran, SIX runs","short, and he goes back and sends this about 15 rows back in the long leg region"
9.4,"Chawla to Pooran, no run","length, and he punches this off the crease, but cannot beat short cover"
9.3,"Chawla to Agarwal, 1 run","tosses this up, on the pads, and he flogs this down to long on"
9.2,"Chawla to Agarwal, FOUR runs","tossed up, and he has hammered this back over the bowler's head. Aerial, but a bounce before it hits the fence behind the bowler"
9.1,"Chawla to Agarwal, no run","tossed up, angles into him and holds its line, and Agarwal goes back to defend this"
8.6,"Narine to Agarwal, 1 run","tossed up, and he pushes this down towards deep midwicket"
8.5,"Narine to Pooran, 1 run",presses forward and nudges a length ball towards square leg
8.4,"Narine to Pooran, no run","flatter, faster, and he looks to flick this ball on his pads, but it thuds into the pads before he brings his bat down"
8.3,"Narine to Pooran, 2 runs","length, turns across him, and he goes back and punches this towards deep midwicket. Perfect weight on it to force Narine to chase the ball, and still pick up two easily"
8.2,"Narine to Pooran, no run","fuller ball, angles across him, and he goes back to punch this towards short cover"
8.1,"Narine to Agarwal, 1 run","angles one into the pads, and he flicks it away towards long leg"
7.6,"Chawla to Agarwal, 1 run",goes back to punch the ball away towards square leg
7.5,"Chawla to Pooran, 1 run","goes back to cut a short ball, and it beats the man at point. Should have been a dot, but they get a single as the man misfields"
7.4,"Chawla to Pooran, FOUR runs","short, and he goes back and cuts this away towards backward point. Attempt by Rana to keep it in play after running around from sweeper cover, but it goes for four"
7.3,"Chawla to Agarwal, 1 run","wrong 'un, and he goes back and flicks this towards deep midwicket"
7.2,"Chawla to Pooran, 1 run","angles across him, and he plays this away towards backward point"
7.1,"Chawla to Pooran, SIX runs","tossed up, and he drills this straight back over the bowler, and way over long off. What a welcome for the leggie!"
6.6,"Russell to Pooran, 1 run","fuller ball, and he drives this down towards long off"
6.5,"Russell to Pooran, no run","short, angles away from him, and he lets this pass. Wasn't too far from being a wide, but Pooran chose to let this pass"
6.5,"Russell to Pooran, 1 wide","short, angles away from him, and he will have to re-bowl this. Pooran lets this pass"
6.4,"Russell to Pooran, FOUR runs","short, and he looks to hook this. Gets an under edge, that carries it to the left of Karthik, and it runs away for four through third man. Lucky!"
6.3,"Russell to Pooran, no run","full, wide and he has a swing, and misses"
6.2,"Russell to Pooran, SIX runs","short ball, and he latches on to this and biffs this straight over long off. Really well timed shot"
6.1,"Russell to Agarwal, 1 run","full ball, on the pads, and he whips it off his pads towards deep backward square leg"
5.6,"Gurney to Pooran, no run","fuller ball, and he drives it towards covers"
5.5,"Gurney to Pooran, SIX runs","short, and he latches on to this one easily. Goes over midwicket, and sends it deep into the stands. Was a slower ball, and he picked it early!"
5.4,"Gurney to Pooran, 2 runs","fuller ball, and he looks to go towards long on. Bat turns in his hand a bit and it skews away towards deep midwicket. Will pick up two"
5.3,"Gurney to Pooran, 2 runs","slower ball, slants it into the pads, and he can flick this away towards deep backward square leg"
5.2,"Gurney to Agarwal, 1 run","angles into him, and he plays it with a dead bat towards point and calls his partner through for one"
5.1,"Gurney to Agarwal, 2 runs","slower ball, outside off, and he plays a slightly airy shot through covers. The man at deep backward point will get around to it to limit the scoring to two"
4.6,"Sandeep to Pooran, 2 runs","fuller ball, towards the pads and he can force this off his pads towards long leg. Will pick up two comfortably"
4.5,"Sandeep to Pooran, FOUR runs","short, and this time he rocks back and swings this away towards deep midwicket"
4.4,"Sandeep to Pooran, no run","short, angles across, and he punches this towards point, where Rinku Singh fields"
4.3,"Sandeep to Pooran, no run","short, angles across him at 140kph, and Pooran lets this pass"
4.2,"Sandeep to Pooran, no run","length ball, angles across him a bit, and Pooran has to defend this"
4.1,"Sandeep to Gayle, OUT","short, and he has got his man this time! The trap was set for Gayle, and he falls into it. Short ball, angles across him, and he looks to scoop this towards deep backward square leg, but that's where Shubman Gill is stationed, and he gleefully accepts this. Young Warrier has removed both of Kings XI Punjab's top-performing batsmen this season!"
3.6,"Narine to Gayle, 1 run","short, and he goes back and punches this towards deep midwicket"
3.5,"Narine to Gayle, no run","down the leg side, but fired in quicker, and it hits his pads as he shapes to flick"
3.4,"Narine to Gayle, no run","angles across Gayle, pitching on leg stump, and he defends this back down the wicket"
3.3,"Narine to Agarwal, 1 run","straighter one, takes the outside edge as he shapes to flick, and it pops up towards cover. They hurry through for a quick single"
3.2,"Narine to Agarwal, no run","tosses this up, it turns into him, and he has to defend this back to Narine"
3.1,"Narine to Gayle, 1 run","tosses this up around off stump, and Gayle eases into a drive towards extra cover"
2.6,"Sandeep to Gayle, 1 run","short, swift and angles into him, as he flicks this away towards midwicket and trods through for a single"
2.5,"Sandeep to Agarwal, 1 run","straight ball, strays on to the pads a bit and he flicks this towards backward square leg"
2.4,"Sandeep to Agarwal, FOUR runs","short, and he cuts this past point, and with third man inside the circle, that was always going to be four"
2.3,"Sandeep to Rahul, OUT","the first wicket comes through! Slower ball, straight, and Rahul looks to chip this through midwicket. Bails out at the last moment, and ends up going straight towards mid on. Chris Lynn, with a microphone on him as he speaks to the broadcasters, runs across over his right shoulder and takes a good catch"
2.2,"Sandeep to Rahul, no run","short, and a bit of width, and Rahul looks to force this through the off side. Hits it hard on to the ground, though"
2.1,"Sandeep to Rahul, no run","short, outside off, and he punches this towards cover"
1.6,"Gurney to Gayle, no run","full ball, and he defends this back towards the bowler"
1.5,"Gurney to Gayle, no run","slower ball, outside off, and he cuts this in the air, but it lands short of Shubman Gill at point"
1.4,"Gurney to Gayle, 2 runs","a little short of a length, and he pushes this through covers. Piyush Chawla goes running behind it and saves the boundary, but this looks like a good batting surface today"
1.3,"Gurney to Gayle, no run","length, straight, and he drives this back to the bowler"
1.2,"Gurney to Rahul, 1 run","straighter ball, and he pushes this towards midwicket and picks up a quick single"
1.1,"Gurney to Rahul, no run","slower ball, outside off, and he edges this, but along the ground as it creeps down towards Karthik"
0.6,"Sandeep to Gayle, FOUR runs","full ball, and a bit of width, and he gets this one through covers comfortably"
0.5,"Sandeep to Gayle, FOUR runs","full ball, angles across him, and he pushes this towards point. Just eased into it, and it was four once it beat the in-field"
0.4,"Sandeep to Rahul, 1 run","length, outside off, and he plays this towards point. There's a shy at the striker's end as they go through for a quick single. A direct hit could have been interesting "
0.3,"Sandeep to Rahul, no run","full ball, outside off, and he crunches a cover drive, but straight to the man at short cover"
0.2,"Sandeep to Gayle, 1 run","fuller, straight, and a bit of swing back into Gayle, who brings his broad bat down to push this towards mid on and pick up an easy single"
0.1,"Sandeep to Gayle, no run","short of a length, straight, and he defends from the crease"
19.6,"Pandya to Pandey, SIX runs","and that's six. And that's tie! It's a length ball on the stumps, Pandey gives himself some room and smashes it over wide long-on. And we head into the Super Over"
19.5,"Pandya to Pandey, 2 runs","length ball outside off, Pandey comes down the track and looks to go over extra cover but ends up slicing it over short third man, comes back for the second"
19.4,"Pandya to M Nabi, OUT","fuller and wider outside off, Nabi had to reach out for it, cannot get enough this time. Was a slower one as well and had Nabi let it go, it would have been a wide. But he ends up skying it towards long-off where Suryakumar settles under it"
19.3,"Pandya to M Nabi, SIX runs","a full toss but Nabi fails to middle it, or wait. He has still got enough on it to clear Pollard at long-on. Pollard jumps but the ball just evades him"
19.2,"Pandya to Pandey, 1 run","length outside off, Pandey was once again backing away, slices it towards sweeper cover in the end"
19.1,"Pandya to M Nabi, 1 run","length ball on the stumps, Nabi goes for the pull but doesn't middle it, only a single to deep square leg"
18.6,"Bumrah to Pandey, FOUR runs","a high full toss this time, on the stumps and Pandey finds another four, this time pulls it between the two fielders at deep square leg and deep midwicket"
18.5,"Bumrah to Pandey, FOUR runs","and Pandey finds one. A full toss on the stumps, Pandey backs away and helps it towards deep square leg, just short of a six"
18.4,"Bumrah to M Nabi, 1 run","fuller on the stumps, chips it towards long-on, Pollard is alert there and keeps it to one"
18.3,"Bumrah to Pandey, 1 run","short of length outside off, backs away and opens the face of the bat, one bounce to third man"
18.2,"Bumrah to M Nabi, 1 run","nails the yorker, Nabi can only dig it out towards long-on for one"
18.1,"Bumrah to Pandey, 1 run","fuller on the stumps, hit firmly but straight towards long-on"
17.6,"Malinga to M Nabi, SIX runs","fuller and wide outside off, gets his length wrong just a little bit and Nabi has just steered it over backward point, all the way for a six. This game is far from over"
17.5,"Malinga to Pandey, 1 run","fuller this time, just outside off, Pandey can only hit it towards long-on"
17.4,"Malinga to Pandey, no run","a brilliant yorker, this time well outside off, Pandey was once again trying to stay leg side of the ball, cannot put bat to the ball in the end"
17.3,"Malinga to M Nabi, 1 run","a low full toss around off, Nabi can hit it only towards long-on. Pandey was looking for the second but it went straight towards Pollard"
17.2,"Malinga to M Nabi, FOUR runs","fuller outside off, almost a yorker once again, Nabi throws his bat at it, gets an inside edge past the stumps. Lucky four there"
17.1,"Malinga to M Nabi, no run","a yorker, just outside off, Nabi is deep in his crease and looks to hit it towards wide long-on, misses"
16.6,"Bumrah to M Nabi, 1 run","short of length once again, into the batsman's body, Nabi cannot time the pull this time, only a single to fine leg"
16.5,"Bumrah to M Nabi, FOUR runs","short of length again, at the body but Nabi brings out the pull and swivels to hit it towards deep square leg"
16.4,"Bumrah to M Nabi, no run","another short of length, down the leg side but Nabi was moving towards the leg side as well. So no wide there as it goes just over Nabi's left shoulder"
16.3,"Bumrah to M Nabi, no run","short of length at the batsman, Nabi looks to give himself some room and goes for the cut, fails to connect"
16.2,"Bumrah to Pandey, 1 run","length around off, Pandey stays leg side of the ball and steers it towards sweeper cover"
16.1,"Bumrah to M Nabi, 1 run","length around off, Nabi was looking to work it on the leg side, the ball hits the outer half and lobs to the left of extra cover"
15.6,"Malinga to Pandey, FOUR runs","Malinga looks for a repeat but gets just little bit wrong. That's all Pandey needs as he hammers it past the stumps at the other end, gets to his fifty with the four, off 37 balls"
15.5,"Malinga to Pandey, no run","an excellent yorker, Pandey is standing on the leg stump and it was right at his toes, tailing in significantly. Pandey moves towards leg side and somehow manages to save his toes"
15.4,"Malinga to M Nabi, 1 run","length ball around off, eased away towards long-off"
15.3,"Malinga to Pandey, 1 leg bye","length ball on the stumps, Pandey looks to play it on the leg side and misses. An appeal for lbw but denied. It hit the batsman outside the leg stump"
15.2,"Malinga to M Nabi, 1 run","a slower one, fuller on the stumps, Nabi moves across a bit and flicks it behind square"
15.1,"Malinga to M Nabi, 2 runs","short of length outside off, enough room to free the arms, Nabi cuts it towards sweeper cover for a couple"
14.6,"Pandya to M Nabi, 1 run","fuller around off, stays in the crease and works it towards long-on"
14.5,"Pandya to M Nabi, no run","length around off, punches it towards the right of extra cover where Rohit fields the ball and has an underarm shy at the bowler's end but misses. Think Pandey was in"
14.4,"Pandya to M Nabi, no run","length outside off, tries to guide it towards third man, misses"
14.3,"Pandya to Abhishek, OUT","short of length outside off, a touch casual from Abhishek who was looking to run it down, gets an under edge that just carries to de Kock"
14.2,"Pandya to Pandey, 1 run","length ball on the stumps, works it towards long-on for one"
14.1,"Pandya to Pandey, 2 runs","a bit of confusion but a misfield there by Rohit at extra cover. Short of length outside off, Pandey flat-bats at to Rohit's left who puts in the slide but cannot stop it"
13.6,"Krunal to Pandey, 1 run","relatively slower through the air, fuller on the stumps, pushed towards covers from the front foot"
13.5,"Krunal to Abhishek, 1 run","fuller around off, comes forward and pushes it towards covers"
13.4,"Krunal to Pandey, 1 run","short of length, Pandey goes back and pulls it towards deep midwicket, only a single"
13.3,"Krunal to Abhishek, 1 run","length ball on the stumps, Abhishek pushes at it, was early into the shot but it's safe and dribbles towards long-on"
13.2,"Krunal to Shankar, OUT","and he goes for the big hit and finds the big man Pollard at long-on. Length ball on the stumps, Vijay was struggling and tried to break the shackles, doesn't get the timing right though and Sunrisers lose their fourth wicket"
13.1,"Krunal to Pandey, 1 run","length ball around off, goes back and steers it towards sweeper cover"
12.6,"Chahar to Pandey, 1 run","length around off, looks to cut it away but ends up chopping it towards cover-point"
12.5,"Chahar to Shankar, 1 run","fuller on the pads, comes forward and tucks it towards square leg"
12.4,"Chahar to Pandey, 1 run","length ball on the pads, flicked away behind square"
12.3,"Chahar to Pandey, no run","length ball on the stumps, backs away and punches it towards extra cover"
12.2,"Chahar to Shankar, 1 run","fuller around middle and leg, driven towards long-on, Pollard is quick to the ball"
12.1,"Chahar to Shankar, no run","length around off, flatter and quicker at 94 kph, punched back towards the bowler"
11.6,"Krunal to Pandey, no run","fuller on the stumps, played inside out but back towards the bowler"
11.5,"Krunal to Shankar, 1 run","length around off, pushed towards the right of point and they sneak in another quick single"
11.4,"Krunal to Pandey, 1 run","length around off, gets beaten in the flight but waits on the front foot and opens the face to guide it towards point"
11.3,"Krunal to Pandey, no run","fuller on the stumps, pushed back towards the bowler"
11.2,"Krunal to Pandey, FOUR runs","short of length outside off, waits on the back foot and slaps it through extra cover, beating the man in the deep as well"
11.1,"Krunal to Shankar, 1 run","fuller on the stumps, tucked away towards square leg for a single"
10.6,"Chahar to Pandey, FOUR runs","short of length on the stumps, goes back and pulls it towards deep square leg, the fielder puts in the slide but cannot stop it"
10.5,"Chahar to Pandey, no run","length outside off, goes for the cut but Suryakumar dives to his right to prevent any runs"
10.4,"Chahar to Pandey, no run","length ball around off, stays back and dabs it towards point, was looking to steal a single but not there"
10.3,"Chahar to Shankar, 1 run","fuller around off, eased away towards long-off"
10.2,"Chahar to Shankar, no run","fuller on the stumps, driven towards the non-striker but Rahul dives across to make the stop"
10.1,"Chahar to Pandey, 1 run","length around off, backs away and steers it towards short third man"
9.6,"Krunal to Shankar, no run","looped up on middle, Shankar stepping forward to defend"
9.5,"Krunal to Pandey, 1 run","tapped into space at cover point, another single the result"
9.4,"Krunal to Shankar, 1 run","punched out to long off, off the back foot"
9.4,"Krunal to Shankar, 1 wide","speared down the leg side, and he'll have to bowl that one again"
9.3,"Krunal to Pandey, 1 run","driven down to long on, one more"
9.2,"Krunal to Pandey, no run","uppish, but short of extra cover! Pandey is drawn into a drive, but he's slightly too early into the shot and the ball falls just short of the fielder"
9.1,"Krunal to Shankar, 1 run","floated up outside off, and there's a hint of turn for Krunal, but it's dealt with well enough, Shankar slicing his drive into the gap"
8.6,"Chahar to Pandey, 2 runs",Pandey uses plenty of bottom hand to fetch this legbreak down to long on
8.5,"Chahar to Shankar, 1 run",worked off the legs and behind square for one more
8.4,"Chahar to Pandey, 1 run","legbreak, and it's slapped out to the cover sweeper for a single"
8.3,"Chahar to Pandey, no run","wonderfully flighted by Chahar, and he almost draws a false stroke from Pandey, who decides late to defend"
8.2,"Chahar to Shankar, 1 run",punched down to long on to turn the strike back over
8.1,"Chahar to Shankar, no run","looped up just outside off, Pandey cracking the ball firmly back at the bowler"
7.6,"Krunal to Shankar, 1 run",Shankar waits in the crease and whips across his front pad to find a single through square leg
7.5,"Krunal to Pandey, 1 run",placed through cover for one more
7.4,"Krunal to Shankar, 1 run","there's a hint of inside edge to this forward push, but the ball rolls into space again for another single"
7.3,"Krunal to Pandey, 1 run","worked into the leg side, beating midwicket inside the circle for a single"
7.2,"Krunal to Shankar, 1 run","and he's off the mark straight away, placing a drive through cover"
7.1,"Krunal to Williamson, OUT","Krunal's first ball is speared in towards the pads, and after Williamson misses his sweep Mumbai decide to go for a review. Quinton de Kock seems very confident, and it was him that pushed for the review. Was there any bat involved? It doesn't look like it, and there's nothing on UltraEdge. It's pitched in line, hit him in line, and will hit the stumps. Three reds, and he's got to go!"
6.6,"Chahar to Williamson, 1 run","flicked down to long on, and they briefly consider a second run, but decide against it"
6.5,"Chahar to Pandey, 1 run",a flat legbreak at almost 94km/h is eased out to the cover sweeper for a single
6.4,"Chahar to Pandey, no run","looped up on middle and leg, Pandey pushing to cover"
6.3,"Chahar to Pandey, no run","nicely bowled by Chahar, keeping his line straight and giving Pandey no more room to work with"
6.2,"Chahar to Pandey, no run","straighter, pushed back to the bowler"
6.1,"Chahar to Pandey, FOUR runs","elegantly played! It's a legbreak, and Pandey waits on it before dabbing his late cut perfectly into the gap behind square"
5.6,"Bumrah to Williamson, no run","just short of a length outside off, and Williamson presses defensively to cover"
5.5,"Bumrah to Williamson, no run",
5.4,"Bumrah to Williamson, no run","Bumrah is tight on off stump, but Williamson's forward defensive is equally tight to keep the ball out"
5.3,"Bumrah to Williamson, no run","beaten outside off! Bumrah has been seaming the ball back in, but this length delivery holds its line outside off to beat the outside edge"
5.2,"Bumrah to Williamson, 2 runs","Bumrah attacks the stumps once again with a full, seaming delivery at 144km/h, but Williamson uses the angle to work the ball through the gap at midwicket, hurrying back for the second"
5.1,"Bumrah to Guptill, OUT","Bumrah hits the seam, Guptill is struck on the pad, and the umpire upholds a confident appeal. There's a short discussion, and the batsmen opt to review it. The ball hits Guptill in line, just above the knee roll, and the ball tracker suggests that it would go on to hit the stumps directly. Sunrisers burn a review, and lose another opener!"
4.6,"Malinga to Pandey, 2 runs","slugged into the leg side, and hard running brings two"
4.5,"Malinga to Pandey, FOUR runs","Malinga is leaking runs here, spraying another short one down the leg side. Short fine leg is inside the circle, and Pandey puts bat to ball to pick up four more"
4.4,"Malinga to Pandey, SIX runs","ramped up and over third man! It was short from Malinga, and quite quick too at 136km/h. Pandey backs away and lifts his bat up at the ball at the last moment, ramping his uppercut over the fielder at third man"
4.3,"Malinga to Pandey, no run","worked off a length, into the leg side, but there's no space for a single"
4.2,"Malinga to Pandey, FOUR runs","but it's Pandey who lands the first blow! He fetches a length ball powerfully into the leg side, beating the field to open his account with a boundary"
4.1,"Malinga to Guptill, 1 run",dabbed down behind square on the off side for a quick single
3.6,"Bumrah to Saha, OUT","sliced to point! Bumrah has broken through for Mumbai. It was a full ball that did it, the length drawing Saha into a drive. But it was a slower cutter, he was too early into the shot, and he couldn't keep it down, slicing the ball in the air towards point, where Evin Lewis leaped athletically to pluck the catch cleanly out of the air"
3.5,"Bumrah to Saha, FOUR runs","drama at the boundary's edge! Saha thwacked another pull into the leg side and Pollard thundered after it, trying to kick the ball back into play but succeeding only in pushing it into the boundary marker. Worse still, his momentum carries him over the boundary and into the advertising boards, which he tumbles over. There's a moment of concern, but it seems he's fine"
3.4,"Bumrah to Saha, no run","smell that! Bumrah bends his back and digs the ball in at more than 142km/h, Saha's knees buckling as he ducks to let the bouncer past"
3.3,"Bumrah to Guptill, 1 run","tapped to cover, and they set off for a tip-and-run single"
3.2,"Bumrah to Saha, 1 run","Bumrah finds some seam movement in to Saha, the ball taking a thick inside edge and rolling into space behind square"
3.1,"Bumrah to Saha, FOUR runs","and there's Saha! He seizes upon a full one, thumping it firmly back down the ground and straight of a diving mid on"
2.6,"Barinder Sran to Guptill, SIX runs","lofted handsomely over long off! Guptill spots one in his own half and sends the ball soaring way, way over the boundary with a clean swing of the blade"
2.5,"Barinder Sran to Saha, 1 run","Saha's down the track this time, but a shortish delivery from Sran hurries him and the best he can get is a single out to deep square"
2.4,"Barinder Sran to Saha, FOUR runs","there's a horribly woody sound off the bat as Saha steps into a front-foot pull, but he gets enough on it to beat mid on and pick up four more"
2.4,"Barinder Sran to Saha, 1 wide","sprayed down the leg side, and it's a wide"
2.3,"Barinder Sran to Saha, FOUR runs","past the diving fingers of the point fielder! Saha didn't bother keeping this thrashing cut down, and the width meant the shot was very much on, but the ball flew just past the airborne fielder at backward point"
2.2,"Barinder Sran to Saha, no run","Saha looks to angle a rising ball down to third man, but he picks out the gully fielder"
2.1,"Barinder Sran to Guptill, 1 run",Guptill is half forward to manoeuvre the ball behind square with soft hands
1.6,"Malinga to Guptill, 1 run","Malinga strays into Guptill's legs, and had this glance gone a yard further on either side of the short fine leg fielder, it would have been four"
1.5,"Malinga to Guptill, no run","edged, but short! Guptill is completely squared up by a Malinga outswinger, feeling for the ball and sending an edge towards gully, where the ball falls just short of the fielder"
1.4,"Malinga to Guptill, FOUR runs","and Guptill toe-ends one past slip to get off the mark! There was width, so the shot was on, but Guptill wasn't in control as he flailed outside off and sent the ball bouncing down to third man"
1.3,"Malinga to Saha, 1 run","fuller this time, and Saha presses forward to dead-bat the ball to the right of point, taking the chance for a quick single"
1.2,"Malinga to Saha, no run","another outswinger from Malinga, but this one's not quite as extravagant and it's negotiated easily enough by Saha"
1.1,"Malinga to Saha, no run","and there's some early shape for him! Malinga bends his first ball away from Saha's groping defensive push outside off, beating the outside edge"
0.6,"Barinder Sran to Saha, 1 run","Sran finds some seam movement across Saha, who hops to fetch the ball softly into space on the leg side, keeping the strike"
0.5,"Barinder Sran to Guptill, 1 run","slightly too straight from Sran, and Guptill's off the mark with a nurdle close in on the leg side"
