match_no,batting_team,batting_side,overs,runs,"bowler_to_batsman, runs",commentary
2,PAK,1,10.5,1,"Jadeja to Rizwan, 1 run","slid into the pads, knocked away into the midwicket region for a sharp single"
2,PAK,1,10.6,1,"Jadeja to Iftikhar, 1 run",Ahmed goes on the back foot and punches a single to sweeper cover
2,PAK,1,11.1,2,"Chahal to Iftikhar, 2 runs","tossed up slower and higher on middle and leg, hauled away off the inner half between deep midwicket and long-on"
2,PAK,1,11.2,1,"Chahal to Iftikhar, 1 run","fired flatter and faster into middle and leg, Ahmed hacks it down to long-on"
2,PAK,1,11.3,1,"Chahal to Rizwan, 1 run",down the track and drilled down to long-off for one more
2,PAK,1,11.4,6,"Chahal to Iftikhar, SIX runs","lobbed up wide of off and turns away, Ahmed lines up this wide legbreak and pumps it down the ground. Clears Pandya at long-on and collects six"
2,PAK,1,11.5,0,"Chahal to Iftikhar, no run","Chahal drops a return catch. Fast full-toss on off or just a shade outside off, stabbed back to him. Chahal snatches at the ball, but it pops out of his hands"
2,PAK,1,11.6,1,"Chahal to Iftikhar, 1 run","pushed through on middle and leg, Ahmed squeezes a single down to long-on"
2,PAK,1,12.1,W,"Hardik to Iftikhar, OUT","Pandya comes back and bounces out Ahmed. Lifter outside off, 142ks, rushes Ahmed into a hook. He weakly flaps at the ball and top-edges it behind to DK who leaps and grabs the ball"
2,PAK,1,12.2,0,"Hardik to Khushdil, no run","short and outside off, steered away to point"
2,PAK,1,12.3,0,"Hardik to Khushdil, no run",pitches outside leg and fizzes in to strike the pad after beating the inside edge
2,PAK,1,12.4,1,"Hardik to Khushdil, 1 run","short and cramps Shah for room, jabbed into the leg side for a single"
2,PAK,1,12.5,0,"Hardik to Rizwan, no run","back of a length and slanting into off stump, no room, jammed to midwicket"
2,PAK,1,12.6,2,"Hardik to Rizwan, 2 runs",Rizwan jumps across off and pulls a double to deep midwicket
2,PAK,1,13.1,0,"Avesh Khan to Khushdil, no run",Shah pushes this full ball on middle back to Avesh
2,PAK,1,13.2,0,"Avesh Khan to Khushdil, no run","nice and full, angling across off, lures Shah into a loose drive and goes past the outside edge. Good ball from Avesh"
2,PAK,1,13.3,1,"Avesh Khan to Khushdil, 1 run","shorter and on off stump, Shah opens the face and guides a single to the right of short cover"
2,PAK,1,13.4,4,"Avesh Khan to Rizwan, FOUR runs","Rizwan shuffles across off, meets a wide full-toss and drives it in the gap between extra-cover and mid-off for four"
2,PAK,1,13.5,0,"Avesh Khan to Rizwan, no run",slower cutter outside off? Keeps low. Does not come onto the ball. Swings and misses
2,PAK,1,13.6,1,"Avesh Khan to Rizwan, 1 run","Avesh pounds it on a hard length and outside off, 140ks, inside-edged into the covers for a single"
2,PAK,1,14.1,W,"Hardik to Rizwan, OUT","Another short ball. Another wicket for India. Hardik bounces out another batter. Banged in short and keeps ducking in with the angle from over the wicket. Rizwan looks away and is surprised by the bounce. He goes low, aims to ramp half-heartedly and ends up guiding this 141kph delivery into the hands of Avesh at deep third"
2,PAK,1,14.2,1,"Hardik to Shadab, 1 run","fullish and on middle, 140ks, Shadab wanders across off stump and works a single to mid-on. He takes on Surya's arm for a single. Surya misses a direct hit"
2,PAK,1,14.3,W,"Hardik to Khushdil, OUT","Five short balls, five wickets for India. This is Pandya's third. Dug in short and angling across off from over the wicket. Shah leaps off his feet and swishes it straight to Jadeja at sweeper cover. Shah mistimes a cut and holes out This is turning out to be a terrific spell from Pandya"
2,PAK,1,14.4,1w,"Hardik to Shadab, 1 wide","short and speared down the leg side, 140ks, wide called"
2,PAK,1,14.4,1w,"Hardik to Shadab, 1 wide","another short ball but directed down the leg side. Re-set the radar, Hardik"
2,PAK,1,14.4,1,"Hardik to Shadab, 1 run",gets on top of a short ball outside off and punches to sweeper cover
2,PAK,1,14.5,2,"Hardik to Asif Ali, 2 runs",rides the bounce of this 142ks short ball outside off and finds a single to the right of deep third
2,PAK,1,14.6,1,"Hardik to Asif Ali, 1 run",hip-high short ball angling into Asif who swats it away to deep midwicket. End of a top spell from Pandya
2,PAK,1,15.1,1,"Chahal to Asif Ali, 1 run","wrong'un, fizzing into the pad, heading down leg. Asif may have got an inside edge there"
2,PAK,1,15.2,1,"Chahal to Shadab, 1 run","slider just a shade outside off, under-edged past the off stump for one"
2,PAK,1,15.3,3,"Chahal to Asif Ali, 3 runs","Asif manufactures swinging room by backing away outside leg. Driven inside-out over extra-cover, there's a fumble in the outfield from Hooda, I think"
2,PAK,1,15.4,1,"Chahal to Shadab, 1 run","full on the stumps, hammered past the outstretched right hand of Chahal. Pakistan settle with a single"
2,PAK,1,15.5,2,"Chahal to Asif Ali, 2 runs","tossed-up legbreak wide of off, Asif fetches it from there and hoicks it to wide long-on"
2,PAK,1,15.6,0,"Chahal to Asif Ali, no run","low full-toss on off, Chahal dives to his left from his followthrough to stop this push"
2,PAK,1,16.1,0,"Bhuvneshwar to Shadab, no run","slower ball from Bhuvneshwar, hides it away from the swinging arc of Shadab who wafts and misses outside off"
2,PAK,1,16.2,1,"Bhuvneshwar to Shadab, 1 run","back of a length and largely holds its line outside off, pumped over extra-cover, but wide long-off has it covered"
2,PAK,1,16.3,W,"Bhuvneshwar to Asif Ali, OUT","Holes out to Surya at long-off. Slower legcutter from Bhuvneshwar. Asif lofts in the air, does not get enough elevation. Picks out Surya at the boundary. Pakistan sink further in Dubai"
2,PAK,1,16.4,1,"Bhuvneshwar to Shadab, 1 run",rides the bounce of this short ball outside off and gets a single between backward point and short third man
2,PAK,1,16.5,0,"Bhuvneshwar to Nawaz, no run","offcutter into the pitch, nips away past outside edge"
2,PAK,1,16.6,1,"Bhuvneshwar to Nawaz, 1 run",dinked into the covers for a risky single
2,PAK,1,17.1,W,"Arshdeep Singh to Nawaz, OUT",Arshdeep comes back and has Nawaz nicking off to DK. On a length and wobbles away outside off from over the wicket. Nawaz has a feeble little prod at it and edges it to the keeper
2,PAK,1,17.2,2,"Arshdeep Singh to Haris Rauf, 2 runs","fullish and angling in from round the wicket, carved hiiiiiiigh into the air. Mid-off runs back, but the ball evades his reach"
2,PAK,1,17.3,4,"Arshdeep Singh to Haris Rauf, FOUR runs","banged in short and angling into the rib-cage, Rauf is cramped but manages to glove it away past DK's left for four. The ball bobbles out of his gloves. Tough chance for DK"
2,PAK,1,17.4,0,"Arshdeep Singh to Haris Rauf, no run","inswinging yorker from round the stumps, Rauf may have inside-edged it onto his boot as the ball rolls behind to DK"
2,PAK,1,17.5,0,"Arshdeep Singh to Haris Rauf, no run","slower cutter floats away outside off, Rauf swings to leg and misses"
2,PAK,1,17.6,4,"Arshdeep Singh to Haris Rauf, FOUR runs","overpitched on middle and leg, just misses the yorker, hauled away to the midwicket boundary. Much-needed four for Pakistan"
2,PAK,1,18.1,4,"Bhuvneshwar to Shadab, FOUR runs","Bhuvneshwar misses the yorker. Full-toss on the pads, Shadab sizes it up and swipes it over square leg for six"
2,PAK,1,18.2,W,"Bhuvneshwar to Shadab, OUT",Bhuvneshwar spins around for an lbw appeal and the finger goes up. Shadab challenges the on-field out decision. Very full and ducks back in to catch the batter on the crease. Did Shadab nick this? Ultra Edge does not detect a spike when ball passes bat. The tracker returns three reds and Shadab has to go
2,PAK,1,18.3,W,"Bhuvneshwar to Naseem Shah, OUT","another lbw appeal, and the finger goes up once again. Pakistan goes for a review once again. Full again from Bhuvneshwar, skids back in to ping the pad on the knee-roll. Not bat involved. Ball-tracking suggests it would have shaved the top of the stumps. Umpire's call and Naseem bags a golden duck on debut"
2,PAK,1,18.4,0,"Bhuvneshwar to Dahani, no run","good length and slanting into off, Dahani gets right behind the line and blocks to mid-off"
2,PAK,1,18.5,6,"Bhuvneshwar to Dahani, SIX runs","Dahani swings for the hills. Launched over long-on for six. Pitched-up delivery outside off, slot ball from Bhuvneshwar and he cops punishment"
2,PAK,1,18.6,2,"Bhuvneshwar to Dahani, 2 runs","pretty full on middle and leg, slower ball, hauled away wide of deep square leg for a double"
2,PAK,1,19.1,0,"Arshdeep Singh to Haris Rauf, no run","slower short ball from round the wicket, Rauf swings early and does not make contact with the ball"
2,PAK,1,19.2,3,"Arshdeep Singh to Haris Rauf, 3 runs","Dropped by Rohit running back from extra-cover. He gets both his hands to the ball but can't cling onto the ball. Cutter at 114ks, sliced in the air"
2,PAK,1,19.3,2,"Arshdeep Singh to Dahani, 2 runs","backs away outside leg, Arshdeep follows the moving batter with a 141ks yorker which is squeezed past the bowler"
2,PAK,1,19.4,6,"Arshdeep Singh to Dahani, SIX runs","Dahani clobbers another six, this is swatted over midwicket. Arshdeep bangs it into the middle of the pitch. Possibly a slower ball. Dahani has a roundhouse swipe at it. He is pumped"
2,PAK,1,19.5,W,"Arshdeep Singh to Dahani, OUT","Arshdeep yorks Dahani and closes out the innings. Wide on the crease, inswinging yorker. Squeezes underneath the bat and clatters into the base of middle stump"
3,AFG,2,0.1,0,"Shakib to Hazratullah Zazai, no run","length outside off, flat. Stays back and punches this to mid-off."
3,AFG,2,0.2,1,"Shakib to Hazratullah Zazai, 1 run","Another straight one, pushed through. Stays back again and knocks this towards midwicket."
3,AFG,2,0.3,0,"Shakib to Rahmanullah, no run","Around the wicket, good length pushed through. Defended on the back foot."
3,AFG,2,0.4,0,"Shakib to Rahmanullah, no run","Looks to make room and cut this square on the offside, but can't beat the infield."
3,AFG,2,0.5,0,"Shakib to Rahmanullah, no run","length on the stumps, nudged to mid-on. No run."
3,AFG,2,0.6,1,"Shakib to Rahmanullah, 1 run","Direct hit! And this looks close! Length ball nudged to mid-off and they hare for a quick single. Mid-off collects cleanly and throw's to the striker's end, and knocks down the stumps. But replays show he's a couple of inches in."
3,AFG,2,1.1,0,"Mustafizur to Rahmanullah, no run","Length oustide off, angling away. Left alone."
3,AFG,2,1.2,4,"Mustafizur to Rahmanullah, FOUR runs","Launched back over the bowler's head! Wow he struck this cleanly. This was just over pitched a touch, and Gurbaz leans back and frees his arms. Bang."
3,AFG,2,1.3,0,"Mustafizur to Rahmanullah, no run","Swing and a miss! Walks down the track and looks to hoick this over midwicket, but misses all ends up."
3,AFG,2,1.4,0,"Mustafizur to Rahmanullah, no run","back of a length on off, stays back and defends"
3,AFG,2,1.5,0,"Mustafizur to Rahmanullah, no run","length on the stumps, stays in the crease, opens the face and guides this towards cover. But can't beat the infield."
3,AFG,2,1.6,1,"Mustafizur to Rahmanullah, 1 run","Driven on the up, but cover gets a hand to it and keeps it to a single. This was pitched fuller outside off, and Gurbaz just leant into it, though he couldn't quite get the placement."
3,AFG,2,2.1,0,"Shakib to Rahmanullah, no run","length, angled in towards leg as Gurbaz looks to make room. Only manages to push it back to the bowler."
3,AFG,2,2.2,1,"Shakib to Rahmanullah, 1 run",Dropped at long-on! He comes down the ground and goes big but doesn't connect. It's a tough low catch but should be taken
3,AFG,2,2.3,1,"Shakib to Hazratullah Zazai, 1 run","length, stays back and knocks it long-on for one"
3,AFG,2,2.4,0,"Shakib to Rahmanullah, no run",length on the stumps nudged to midwicket
3,AFG,2,2.5,1,"Shakib to Rahmanullah, 1 run","length ball holds up in the surface a touch, knocked down the ground for one"
3,AFG,2,2.6,1,"Shakib to Hazratullah Zazai, 1 run","short on off, cut hard but not timed, down to sweeper cover"
3,AFG,2,3.1,0,"Mahedi Hasan to Hazratullah Zazai, no run","Around the wicket, length ball. Back foot punch to mid-off."
3,AFG,2,3.2,1,"Mahedi Hasan to Hazratullah Zazai, 1 run","length on off, punched to the right off mid-off, who does well to scramble across and keep this to a single"
3,AFG,2,3.3,2,"Mahedi Hasan to Rahmanullah, 2 runs","darted in towards the pads, worked towards deep midwicket for a couple"
3,AFG,2,3.4,0,"Mahedi Hasan to Rahmanullah, no run","around the wicket, leg stump line. Can't work this away cleanly."
3,AFG,2,3.5,1,"Mahedi Hasan to Rahmanullah, 1 run","pushed through flat and quick on middle and leg, nudged to long-on for one"
3,AFG,2,3.6,0,"Mahedi Hasan to Hazratullah Zazai, no run","looks to make room and go inside out, but Mahedi spots it early and pushes this flat towards leg. Cut into the turf for none."
3,AFG,2,4.1,W,"Shakib to Rahmanullah, OUT","Gurbaz is gone stumped! The pressure was beginning to tell, and Gurbaz is the first to lose his head. He comes down the ground but Shakib sees it early, and fires it shorter and flatter. Mushfiqur collects this quite low and breaks the stumps."
3,AFG,2,4.2,1,"Shakib to Ibrahim Zadran, 1 run","length on middle, tossed up a bit. Clipped in front of square on the onside."
3,AFG,2,4.3,1,"Shakib to Hazratullah Zazai, 1 run","good length on the stumps, pushed through again. Stays back and works this towards deep midwicket"
3,AFG,2,4.4,1,"Shakib to Ibrahim Zadran, 1 run","length ball on middle and leg, pushed down to long on"
3,AFG,2,4.5,1,"Shakib to Hazratullah Zazai, 1 run","length outside off, shuffles across the stumps and works this through midwicket"
3,AFG,2,4.6,0,"Shakib to Ibrahim Zadran, no run","good length on off, driven but straight to a wide mid-off. Great over from Shakib."
3,AFG,2,5.1,4,"Mahedi Hasan to Hazratullah Zazai, FOUR runs","Inside edge down to fine leg! This could have easily been chopped on as Zazai looks to cut one that's not quite short enough, but he gets four instead."
3,AFG,2,5.2,0,"Mahedi Hasan to Hazratullah Zazai, no run","length on off, cut straight to cover"
3,AFG,2,5.3,0,"Mahedi Hasan to Hazratullah Zazai, no run","another back foot cut, and again can't beat cover"
3,AFG,2,5.4,2,"Mahedi Hasan to Hazratullah Zazai, 2 runs","good length but on middle and leg, guides this behind square on the onside for one"
3,AFG,2,5.5,4,"Mahedi Hasan to Hazratullah Zazai, FOUR runs","Gets a hold of this though! Length on off, and it's absolutely bludgeoned past mid-off off the back foot!"
3,AFG,2,5.6,0,"Mahedi Hasan to Hazratullah Zazai, no run","good length on off, cut hard but again towards cover"
3,AFG,2,6.1,0,"Taskin to Ibrahim Zadran, no run","short, well directed. Zadran sways out of the way."
3,AFG,2,6.2,0,"Taskin to Ibrahim Zadran, no run","back of a length on the stumps, worked onside but straight to midwicket"
3,AFG,2,6.3,1,"Taskin to Ibrahim Zadran, 1 run","back of a length on off, poked to the left of cover for one"
3,AFG,2,6.4,1lb,"Taskin to Hazratullah Zazai, 1 leg bye","length on the pads, looks to work this onside, but it strikes the pads. They scramble a single though."
3,AFG,2,6.5,4,"Taskin to Ibrahim Zadran, FOUR runs",Crunched on the up past point! Cracking shot! This was wide on a length and Ibrahim just lets his hands flow right through the stroke. Flies to the boundary.
3,AFG,2,6.6,0,"Taskin to Ibrahim Zadran, no run","Good length on middle, gets forward and knocks this back towards the bowler"
3,AFG,2,7.1,0,"Mosaddek to Hazratullah Zazai, no run","Length ball, pushed back to the bowler"
3,AFG,2,7.2,0,"Mosaddek to Hazratullah Zazai, no run","darted on the pads, goes for the sweep and misses. But this is going down leg."
3,AFG,2,7.3,1,"Mosaddek to Hazratullah Zazai, 1 run","length on off, stays back and punches this down to long off"
3,AFG,2,7.4,0,"Mosaddek to Ibrahim Zadran, no run","pushed through on a length, driven to the right of Mosaddek who moves across to collect"
3,AFG,2,7.5,1,"Mosaddek to Ibrahim Zadran, 1 run","length on the stumps, clipped towards deep square leg for one"
3,AFG,2,7.6,0,"Mosaddek to Hazratullah Zazai, no run","pushed through flat and quick, and it hits the pad as Zazai looks to work this onside. Going down leg though."
3,AFG,2,8.1,1,"Mustafizur to Ibrahim Zadran, 1 run","Full outside off, driven down to deep extra cover"
3,AFG,2,8.2,0,"Mustafizur to Hazratullah Zazai, no run",short and it rushes Zazai who goes for the pull but barely manages to connect
3,AFG,2,8.3,1,"Mustafizur to Hazratullah Zazai, 1 run","good length on off, stays back and guides this in front of square on the onside for one"
3,AFG,2,8.4,1,"Mustafizur to Ibrahim Zadran, 1 run","short again, guided pull down to deep fine leg"
3,AFG,2,8.5,4,"Mustafizur to Hazratullah Zazai, FOUR runs","Crunched through the covers! Another powerful back foot hammer from Zazai, who makes room and takes this from just outside off and beats the infield as well as the man sweeping in the deep."
3,AFG,2,8.6,1,"Mustafizur to Hazratullah Zazai, 1 run",short and pulled down to deep midwicket
3,AFG,2,9.1,0,"Mosaddek to Hazratullah Zazai, no run","Pushed through and just misses off stump, as Zazai goes for the cut but is beaten on the under edge."
3,AFG,2,9.2,W,"Mosaddek to Hazratullah Zazai, OUT","And this time he's got him! Zazai goes for the sweep, and misses it completely. He's struck flush on the back thigh pad in front of middle and leg to one that was pushed through by Mosaddek. Zazai reviews. Afghanistan retain a review as it's umpire's call, but Zazai has to go as this is shown to be clipping leg stump."
3,AFG,2,9.3,1,"Mosaddek to M Nabi, 1 run","length outside off, driven towards deep cover point for one"
3,AFG,2,9.4,1,"Mosaddek to Ibrahim Zadran, 1 run","good length on off, driven down to long off"
3,AFG,2,9.5,1,"Mosaddek to M Nabi, 1 run","good length on middle, pushed down to long on now"
3,AFG,2,9.6,0,"Mosaddek to Ibrahim Zadran, no run","pushed through flatter and fuller, driven to mid-off"
3,AFG,2,10.1,0,"Taskin to M Nabi, no run","short of a length on off, defended towards point"
3,AFG,2,10.2,0,"Taskin to M Nabi, no run","length ball outside off, 140kph, looks to cut but gets an under edge into the turf through to Mushfiqur"
3,AFG,2,10.3,0,"Taskin to M Nabi, no run","back of a length on off, defended back towards Taskin"
3,AFG,2,10.4,1,"Taskin to M Nabi, 1 run","back of a length once more, back foot punch towards long on for one"
3,AFG,2,10.5,1,"Taskin to Ibrahim Zadran, 1 run","short outside off, opens the face and guides this uppishly down to third man who collects it on the bounce"
3,AFG,2,10.6,4,"Taskin to M Nabi, FOUR runs","Glanced fine for four! Much needed boundary for Afghanistan, as it's tickled fine from a length ball on middle and leg."
3,AFG,2,11.1,0,"Shakib to Ibrahim Zadran, no run","tossed up on off, driven towards mid-off"
3,AFG,2,11.2,0,"Shakib to Ibrahim Zadran, no run","tossed up again, driven to cover"
3,AFG,2,11.3,2,"Shakib to Ibrahim Zadran, 2 runs","tossed up wider, opens the face and drives this past point for couple"
3,AFG,2,11.4,0,"Shakib to Ibrahim Zadran, no run","length ball pushed through, driven back to Shakib"
3,AFG,2,11.5,0,"Shakib to Ibrahim Zadran, no run","tossed up on off, pushed to extra cover"
3,AFG,2,11.6,1,"Shakib to Ibrahim Zadran, 1 run","full on off, driven down to long off"
3,AFG,2,12.1,1,"Saifuddin to Ibrahim Zadran, 1 run","short of a length, goes for the pull and checks it down to deep square leg"
3,AFG,2,12.2,1,"Saifuddin to M Nabi, 1 run","length on middle and leg, nipping in a touch. Worked behind square on the onside for one"
3,AFG,2,12.3,2,"Saifuddin to Ibrahim Zadran, 2 runs","short of a length, on the stumps. Gets across and works this past short fine leg for a couple"
3,AFG,2,12.4,0,"Saifuddin to Ibrahim Zadran, no run","good length on off, prodded to point. No run."
3,AFG,2,12.5,1,"Saifuddin to Ibrahim Zadran, 1 run","slower short ball, waits for this and opens the face to guide it down to third man"
3,AFG,2,12.6,W,"Saifuddin to M Nabi, OUT","length ball, angling in and it's given LBW! Nabi thinks about it but doesn't review. This is the off cutter, and it's hit him right in front of the stumps, going to knock down the stumps half way up. Bangladesh right on top here."
3,AFG,2,13.1,1,"Mahedi Hasan to Ibrahim Zadran, 1 run","pushed through flat on the stumps, back foot punch down to long on"
3,AFG,2,13.2,0,"Mahedi Hasan to Zadran, no run","good length on off, driven but only as far as Mahedi"
3,AFG,2,13.3,0,"Mahedi Hasan to Zadran, no run","good length on the stumps, driven back to the bowler"
3,AFG,2,13.4,1,"Mahedi Hasan to Zadran, 1 run",makes room and drives this inside out down to sweeper cover
3,AFG,2,13.5,1,"Mahedi Hasan to Ibrahim Zadran, 1 run","good length on the stumps, driven down to long on"
3,AFG,2,13.6,0,"Mahedi Hasan to Zadran, no run","good length on off, pushed through quick again. And Zadran throws back his head in disappointment as he's unable to get this away yet again."
3,AFG,2,14.1,0,"Taskin to Ibrahim Zadran, no run","full and quick on off, looks to lean back and smack this but gets only the inside half of the bat towards the bowler"
3,AFG,2,14.2,0,"Taskin to Ibrahim Zadran, no run","length outside off, goes for the big booming drive on the up, but misses all ends up"
3,AFG,2,14.3,2,"Taskin to Ibrahim Zadran, 2 runs","Sliced high over point, as this is pitched up wide of off. Falls inbetween point and deep cover running around to collect."
3,AFG,2,14.4,4,"Taskin to Ibrahim Zadran, FOUR runs","Cracking shot! Short outside off, and he just uses the pace to guide this to the left of point, while deep third has no chance as this races away."
3,AFG,2,14.5,4,"Taskin to Ibrahim Zadran, FOUR runs","Back to back boundaries! Slow ball in the slot wide of off, and this is driven hard through the covers for four more!"
3,AFG,2,14.6,1,"Taskin to Ibrahim Zadran, 1 run","length on the stumps, stays back and nudges this to deep midwicket. They think about two, but it's fielded well in the deep to keep it to one."
3,AFG,2,15.1,1,"Mahedi Hasan to Ibrahim Zadran, 1 run","length on the stumps, driven down to long on"
3,AFG,2,15.2,1,"Mahedi Hasan to Zadran, 1 run","length on the stumps, goes hard but only manages to drive it down to long on"
3,AFG,2,15.3,1,"Mahedi Hasan to Ibrahim Zadran, 1 run","slower through the air, catches Zadran early in the drive, but he gets it away towards long on"
3,AFG,2,15.4,0,"Mahedi Hasan to Zadran, no run","full on off, driven hard but straight to cover"
3,AFG,2,15.5,6,"Mahedi Hasan to Zadran, SIX runs",Swatted over cow corner! First six of the innings and what a time to get it. This was short of a length in the slot and he gets really good hold of it!
3,AFG,2,15.6,0,"Mahedi Hasan to Zadran, no run","Swing and a miss, as this is pushed through quicker outside off."
3,AFG,2,16.1,1,"Mustafizur to Ibrahim Zadran, 1 run","length outside off, deftly guided down to third man"
3,AFG,2,16.2,1w,"Mustafizur to Zadran, 1 wide","short, too short! This has some tennis ball bounce well over the keeper, and Mushfiqur does well to leap and keep this to just the single extra."
3,AFG,2,16.2,6,"Mustafizur to Zadran, SIX runs","Pulled for six! This was the short boundary, and so he didn't really need to time this pull to perfection. The man in the deep thinks he's in it for a moment, but it just keeps going."
3,AFG,2,16.3,0,"Mustafizur to Zadran, no run","Around the wicket, and he beats him outside off. Najibullah looks to go across the line and misses."
3,AFG,2,16.4,1w,"Mustafizur to Zadran, 1 wide","Extremely wide of off, the pressure is beginning to tell."
3,AFG,2,16.4,6,"Mustafizur to Zadran, SIX runs","My word what a hit! This is in the slot outside off, and Najibullah just short arm jabs this over long off! Flat and hard, this was timed exquisitely. And that brings up the 100 as well!"
3,AFG,2,16.5,1,"Mustafizur to Zadran, 1 run","Length outside off, and swings again. This time he slices this high towards cover. But it falls safe as the sweeper comes around to collect."
3,AFG,2,16.6,1,"Mustafizur to Ibrahim Zadran, 1 run","full on off, driven down to sweeper cover"
3,AFG,2,17.1,4,"Saifuddin to Ibrahim Zadran, FOUR runs","Finds the gap at midwicket! This was full and on the pads, and Ibrahim just flicks this into the gap. The timing again is pristine."
3,AFG,2,17.2,1,"Saifuddin to Ibrahim Zadran, 1 run","back of a length on the stumps, stays back and knocks this towards square leg for a single"
3,AFG,2,17.3,4,"Saifuddin to Zadran, FOUR runs","And they keep finding the gaps! Length ball, just backs away smacks this between long on and deep midwicket!"
3,AFG,2,17.4,0,"Saifuddin to Zadran, no run","goes again, but this time gets a thick inside edge onto the pads"
3,AFG,2,17.5,1w,"Saifuddin to Zadran, 1 wide","wide outside off, and this one brings up the fifty partnership!"
3,AFG,2,17.5,6,"Saifuddin to Zadran, SIX runs",Another six! How do I even describe this?! This was short and he ends pull/hook/scoop/ramping this over square leg. Incredible hit! Watch it on tv if you can!
3,AFG,2,17.6,6,"Saifuddin to Zadran, SIX runs",And now it's crunched over long off! This is marginally over pitched and it's outta here! Afghanistan are just four away from securing a place in the next round!
3,AFG,2,18.1,0,"Mosaddek to Ibrahim Zadran, no run",length ball nudged onside
3,AFG,2,18.2,1,"Mosaddek to Ibrahim Zadran, 1 run","length ball, hit in the air towards deep midwicket"
3,AFG,2,18.3,6,"Mosaddek to Zadran, SIX runs","What a way to win it! This was in the slot, and Najibullah just leans back a launches this flat and straight down the ground. What a statement of intent from this young Afghanistan team!"
3,BAN,1,0.1,0,"Fazalhaq Farooqi to Mohammad Naim, no run","full around off and shaping away, pushed it towards mid-off. Not from the middle of the bat though"
3,BAN,1,0.2,0,"Fazalhaq Farooqi to Mohammad Naim, no run",once again on the fuller side. Just outside off and moving away. Naim looks to hit it down the ground but gets it low on the bat. Bounces towards mid-off
3,BAN,1,0.3,4,"Fazalhaq Farooqi to Mohammad Naim, FOUR runs","Farooqi goes in the search of swing once again but ends up bowling a low full toss on the stumps. Naim punches it down the ground, between mid-off and mid-on and picks up a boundary"
3,BAN,1,0.4,0,"Fazalhaq Farooqi to Mohammad Naim, no run","length outside off, this time nipping back off the seam. Chops it into the ground and back towards the keeper"
3,BAN,1,0.5,0,"Fazalhaq Farooqi to Mohammad Naim, no run","just short of good length, well outside off as well. Naim goes for the cut but misses. The ball was on its way down as it reached the keeper"
3,BAN,1,0.6,1,"Fazalhaq Farooqi to Mohammad Naim, 1 run","length outside off, goes for the cut but chops it next to the pitch. Rashid runs in from backward point and tries to kick it on to the stumps. Misses. Thilak tells me it would have been out had he hit"
3,BAN,1,1.1,1,"Mujeeb to Mohammad Naim, 1 run","full on the pads, flicked towards deep square leg for one"
3,BAN,1,1.2,0,"Mujeeb to Anamul, no run","length outside off, a carrom ball that goes straight. Haque was playing for the spin and gets beaten"
3,BAN,1,1.3,0,"Mujeeb to Anamul, no run","length ball on the stumps, pushed back"
3,BAN,1,1.4,0,"Mujeeb to Anamul, no run","length outside off, goes for the cut but misses"
3,BAN,1,1.5,1,"Mujeeb to Anamul, 1 run","length ball on the stumps, punched towards long-on"
3,BAN,1,1.6,W,"Mujeeb to Mohammad Naim, OUT","carrom ball does the trick! Pitches on a length, just outside off. Naim pushes at it despite being nowhere to the pitch of the ball. The ball spins back in, through the big gap between bat and pad, and hits the leg stump"
3,BAN,1,2.1,0,"Fazalhaq Farooqi to Anamul, no run","length ball outside off, tapped towards cover-point, to the right of Rashid who ensures there's no chance of a run"
3,BAN,1,2.2,2,"Fazalhaq Farooqi to Anamul, 2 runs","length ball on the pads, tucked away behind square leg. The short fine leg puts in the chase, and the slide, to flicks it back"
3,BAN,1,2.3,0,"Fazalhaq Farooqi to Anamul, no run","slower one, 110kph. Full around off. Anamul was late to pick it and had to defend in the end"
3,BAN,1,2.4,0,"Fazalhaq Farooqi to Anamul, no run","another slower one, 104kph. This time in the line of the stumps. Anamul punches it towards mid-off"
3,BAN,1,2.5,1,"Fazalhaq Farooqi to Anamul, 1 run","slightly fuller than good length, around off. Punched to the left of mid-off for one"
3,BAN,1,2.6,0,"Fazalhaq Farooqi to Shakib, no run","length ball on the stumps, defended"
3,BAN,1,3.1,1w,"Mujeeb to Anamul, 1 wide",length ball but down the leg side. Anamul goes for a sweep but fails to connect. Called a wide
3,BAN,1,3.1,1,"Mujeeb to Anamul, 1 run","length ball on the stumps, punched towards long-on"
3,BAN,1,3.2,1lb,"Mujeeb to Shakib, 1 leg bye","length ball, spinning in. Shakib backs away and looks to flick but misses and is hit on the pads. An appeal for lbw but it was going down. Gets a leg-bye to short third"
3,BAN,1,3.3,0,"Mujeeb to Anamul, no run","length ball, spinning in big. Cuts it in front of leg stump towards cover"
3,BAN,1,3.4,0,"Mujeeb to Anamul, no run","length ball on the pads, flicked straight towards short fine leg"
3,BAN,1,3.5,0,"Mujeeb to Anamul, no run","length outside off, a carrom ball. Goes for the cut and gets beaten"
3,BAN,1,3.6,W,"Mujeeb to Anamul, OUT",an appeal for lbw. Not given but Afghanistan have gone for the review. Looks out to me. Was short of length on the stumps and spinning in. Anamul bends his back leg as he looks to pull-sweep it. Misses. The ball-tracking shows it hit him in front of middle and leg and would have gone on to hit the leg stump. Bangladesh lose their second wicket
3,BAN,1,4.1,0,"Naveen-ul-Haq to Shakib, no run","length ball angling across, punched towards Rashid at cover-point"
